iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
AFG,Asia,Afghanistan,2021-08-19,152411.0,48.0,121.143,7047.0,4.0,8.429,3915.168,1.233,3.112,181.025,0.103,0.217,0.59,,,,,,,,,,,,,,,,,,1809517.0,770302.0,,,,35057.0,4.65,1.98,,,901.0,52.31,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,
OWID_AFR,,Africa,2021-08-19,7412801.0,39383.0,35496.0,187173.0,752.0,873.714,5529.473,29.377,26.478,139.619,0.561,0.652,,,,,,,,,,,,,,,,,,,87424312.0,59384819.0,30810285.0,,1440040.0,1144843.0,6.52,4.43,2.3,,854.0,,1340598113.0,,,,,,,,,,,,,,,
ALB,Europe,Albania,2021-08-19,137597.0,522.0,405.143,2473.0,2.0,1.857,47813.26,181.389,140.782,859.337,0.695,0.645,1.92,,,,,,,,,,,,,,,,,,1340339.0,764997.0,575342.0,,9585.0,8586.0,46.58,26.58,19.99,,2984.0,37.96,2877800.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,
DZA,Africa,Algeria,2021-08-19,190078.0,694.0,719.429,4929.0,31.0,33.429,4334.629,15.826,16.406,112.403,0.707,0.762,0.73,40.0,0.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
AND,Europe,Andorra,2021-08-19,14981.0,5.0,10.429,129.0,0.0,0.0,193891.154,64.712,134.971,1669.579,0.0,0.0,0.82,,,,,,,,,,206208.0,2668.841,,210.0,2.718,0.061,16.5,people tested,91660.0,51044.0,40616.0,,,381.0,118.63,66.06,52.57,,4931.0,,77265.0,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,
AGO,Africa,Angola,2021-08-19,45325.0,150.0,164.429,1133.0,8.0,9.0,1379.074,4.564,5.003,34.473,0.243,0.274,1.08,,,,,,,,,,,,,,,,,,1727488.0,1000191.0,727297.0,,,4557.0,5.26,3.04,2.21,,139.0,,32866268.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,
AIA,North America,Anguilla,2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18457.0,9492.0,8965.0,,,38.0,123.03,63.27,59.76,,2533.0,,15002.0,,,,,,,,,,,,,81.88,,
ATG,North America,Antigua and Barbuda,2021-08-19,1421.0,0.0,7.0,43.0,0.0,0.0,14510.661,0.0,71.481,439.098,0.0,0.0,1.17,,,,,,,,,,,,,,,,,,71434.0,39186.0,32248.0,,,208.0,72.95,40.02,32.93,,2124.0,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,
ARG,South America,Argentina,2021-08-19,5116803.0,10596.0,7221.429,109841.0,189.0,181.714,113214.184,234.447,159.781,2430.338,4.182,4.021,0.75,,,,,,,,,38213.0,12652709.0,279.953,0.845,34141.0,0.755,0.098,10.2,tests performed,37234519.0,26784800.0,10449719.0,,292587.0,247055.0,82.38,59.26,23.12,,5466.0,75.93,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,
ARM,Asia,Armenia,2021-08-19,236234.0,559.0,404.857,4727.0,11.0,8.286,79721.682,188.645,136.627,1595.217,3.712,2.796,1.26,,,,,,,,,6447.0,1415538.0,477.7,2.176,6162.0,2.079,0.048,20.8,tests performed,220236.0,144573.0,75663.0,,,3619.0,7.43,4.88,2.55,,1221.0,,2963234.0,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,
ABW,North America,Aruba,2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143030.0,74788.0,68242.0,,424.0,304.0,133.97,70.05,63.92,,2847.0,,106766.0,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,
OWID_ASI,,Asia,2021-08-19,67068333.0,268213.0,264789.857,987414.0,4864.0,4584.143,14454.857,57.806,57.069,212.812,1.048,0.988,,,,,,,,,,,,,,,,,,,3171004575.0,1506734560.0,1154432275.0,9273844.0,26503042.0,25874539.0,68.34,32.47,24.88,0.2,5577.0,,4639847425.0,,,,,,,,,,,,,,,
AUS,Oceania,Australia,2021-08-19,42228.0,707.0,580.429,976.0,4.0,3.857,1656.008,27.726,22.762,38.275,0.157,0.151,1.43,,,,,,,,,243020.0,28177587.0,1105.009,9.53,203730.0,7.989,0.002,464.5,tests performed,15892260.0,10264706.0,5627554.0,,273869.0,239750.0,62.32,40.25,22.07,,9402.0,68.06,25499881.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,
AUT,Europe,Austria,2021-08-19,672819.0,1226.0,990.571,10760.0,3.0,1.0,74704.543,136.125,109.985,1194.706,0.333,0.111,1.38,58.0,6.44,182.0,20.208,,,,,395705.0,71577449.0,7947.398,43.936,327749.0,36.391,0.002,406.1,tests performed,10245849.0,5412659.0,5061419.0,,24307.0,21245.0,113.76,60.1,56.2,,2359.0,56.02,9006400.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,
AZE,Asia,Azerbaijan,2021-08-19,380918.0,3614.0,3026.571,5231.0,23.0,17.429,37568.934,356.439,298.503,515.92,2.268,1.719,1.72,,,,,,,,,13945.0,4220135.0,416.221,1.375,12334.0,1.216,0.205,4.9,tests performed,5932734.0,3526467.0,2406267.0,,66519.0,55632.0,58.51,34.78,23.73,,5487.0,61.11,10139175.0,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756,
BHS,North America,Bahamas,2021-08-19,16848.0,180.0,101.0,316.0,3.0,0.714,42843.193,457.726,256.835,803.564,7.629,1.816,1.25,,,,,,,,,,,,,,,,,,110443.0,62863.0,47580.0,,,426.0,28.08,15.99,12.1,,1083.0,55.56,393248.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,
BHR,Asia,Bahrain,2021-08-19,271353.0,96.0,109.0,1385.0,0.0,0.143,159470.916,56.418,64.058,813.948,0.0,0.084,1.02,,,,,,,,,14387.0,5693371.0,3345.926,8.455,13353.0,7.847,0.009,107.0,units unclear,2436360.0,1129009.0,1074086.0,,2355.0,5419.0,143.18,66.35,63.12,,3185.0,53.7,1701583.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29,0.852,
BGD,Asia,Bangladesh,2021-08-19,1447210.0,6566.0,7191.714,24878.0,159.0,180.714,8787.512,39.869,43.668,151.06,0.965,1.097,0.68,,,,,,,,,33015.0,8404313.0,51.031,0.2,41872.0,0.254,0.207,4.8,tests performed,21767854.0,15898019.0,5869835.0,,335512.0,283151.0,13.22,9.65,3.56,,1719.0,,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,
BRB,North America,Barbados,2021-08-19,4609.0,15.0,14.286,48.0,0.0,0.0,16038.501,52.197,49.712,167.031,0.0,0.0,1.2,,,,,,,,,,,,,,,,,,188324.0,101228.0,87096.0,,1034.0,791.0,65.53,35.23,30.31,,2753.0,50.0,287371.0,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,
BLR,Europe,Belarus,2021-08-19,465210.0,1355.0,1112.571,3649.0,12.0,11.0,49232.109,143.397,117.741,386.165,1.27,1.164,1.09,,,,,,,,,20129.0,7463902.0,789.888,2.13,16682.0,1.765,0.059,16.8,tests performed,2684863.0,1496227.0,1188636.0,,,25577.0,28.41,15.83,12.58,,2707.0,43.52,9449321.0,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11.0,74.79,0.823,
BEL,Europe,Belgium,2021-08-19,1161558.0,2192.0,1957.571,25312.0,7.0,3.857,100224.028,189.135,168.907,2184.024,0.604,0.333,1.15,147.0,12.684,512.0,44.177,,,386.239,33.326,25207.0,18051588.0,1557.566,2.175,49941.0,4.309,0.042,23.8,tests performed,15688921.0,8312487.0,7721507.0,,34897.0,43897.0,135.37,71.72,66.62,,3788.0,47.22,11589616.0,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,
BLZ,North America,Belize,2021-08-19,15334.0,152.0,85.143,350.0,3.0,0.857,38564.362,382.274,214.131,880.235,7.545,2.156,1.34,,,,,,,,,,194029.0,487.975,,1028.0,2.585,0.047,21.1,tests performed,212380.0,150181.0,62199.0,,1385.0,1694.0,53.41,37.77,15.64,,4260.0,66.67,397621.0,16.426,25.0,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716,
BEN,Africa,Benin,2021-08-19,10183.0,0.0,159.714,119.0,0.0,0.857,839.96,0.0,13.174,9.816,0.0,0.071,0.18,,,,,,,,,,,,,,,,,,72999.0,50751.0,22248.0,,,206.0,0.6,0.42,0.18,,17.0,38.89,12123198.0,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,
BMU,North America,Bermuda,2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83297.0,42074.0,41223.0,,,46.0,133.76,67.56,66.2,,739.0,,62273.0,1308.82,,,,50669.315,,139.547,13.0,,,,,82.59,,
BTN,Asia,Bhutan,2021-08-19,2580.0,3.0,3.857,3.0,0.0,0.0,3343.649,3.888,4.999,3.888,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,1035510.0,560963.0,474547.0,,414.0,3628.0,134.2,72.7,61.5,,4702.0,59.72,771612.0,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,
BOL,South America,Bolivia,2021-08-19,484446.0,0.0,602.429,18236.0,0.0,18.143,41501.31,0.0,51.609,1562.234,0.0,1.554,1.01,,,,,,,,,8850.0,2160529.0,185.087,0.758,6050.0,0.518,0.098,10.2,tests performed,5154253.0,3012437.0,2141816.0,,57947.0,39308.0,44.16,25.81,18.35,,3367.0,,11673029.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,
BIH,Europe,Bosnia and Herzegovina,2021-08-19,208644.0,377.0,258.429,9721.0,3.0,3.286,63595.174,114.91,78.77,2962.983,0.914,1.001,1.88,,,,,,,,,1820.0,1103356.0,336.305,0.555,2166.0,0.66,0.083,12.1,tests performed,865306.0,537608.0,327698.0,,66884.0,14612.0,26.37,16.39,9.99,,4454.0,35.19,3280815.0,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,
BWA,Africa,Botswana,2021-08-19,146461.0,4081.0,1386.143,2081.0,38.0,15.429,62280.763,1735.396,589.44,884.92,16.159,6.561,1.36,,,,,,,,,,,,,,,,,,408023.0,246501.0,161522.0,,,4523.0,17.35,10.48,6.87,,1923.0,53.7,2351625.0,4.044,25.8,3.941,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,69.59,0.735,
BRA,South America,Brazil,2021-08-19,20494212.0,36315.0,29877.857,572641.0,979.0,820.714,96416.395,170.846,140.562,2694.028,4.606,3.861,0.94,,,,,,,,,,,,,,,,,,168157560.0,121838235.0,51152090.0,,3518987.0,1992422.0,79.11,57.32,24.06,,9373.0,51.39,212559409.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,
VGB,North America,British Virgin Islands,2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29172.0,16739.0,,,,56.0,96.48,55.36,,,1852.0,,30237.0,207.973,,,,,,,13.67,,,,,79.07,,
BRN,Asia,Brunei,2021-08-19,946.0,0.0,57.571,3.0,0.0,0.0,2162.37,0.0,131.597,6.857,0.0,0.0,1.23,,,,,,,,,,,,,,,,,,230324.0,171283.0,59041.0,,4984.0,4838.0,52.65,39.15,13.5,,11059.0,79.63,437483.0,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2.0,30.9,,2.7,75.86,0.838,
BGR,Europe,Bulgaria,2021-08-19,438698.0,1371.0,1058.0,18438.0,27.0,16.714,63136.141,197.31,152.264,2653.543,3.886,2.405,1.61,131.0,18.853,1490.0,214.436,,,,,,3903521.0,561.783,,18318.0,2.636,0.045,22.1,tests performed,2188957.0,1089066.0,1094904.0,,12789.0,8876.0,31.5,15.67,15.76,,1277.0,,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,
BFA,Africa,Burkina Faso,2021-08-19,13692.0,12.0,8.143,171.0,0.0,0.143,655.017,0.574,0.39,8.181,0.0,0.007,1.09,,,,,,,,,,,,,,,,,,71510.0,53814.0,17696.0,,,4729.0,0.34,0.26,0.08,,226.0,13.89,20903278.0,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,
BDI,Africa,Burundi,2021-08-19,10198.0,0.0,112.857,38.0,0.0,0.0,857.639,0.0,9.491,3.196,0.0,0.0,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433,
KHM,Asia,Cambodia,2021-08-19,87723.0,533.0,554.857,1747.0,17.0,16.143,5246.914,31.88,33.187,104.492,1.017,0.966,0.92,,,,,,,,,,,,,,,,,,16514969.0,9272769.0,7577698.0,357897.0,230505.0,236390.0,98.78,55.46,45.32,2.14,14139.0,72.22,16718971.0,90.672,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594,
CMR,Africa,Cameroon,2021-08-19,82454.0,0.0,0.0,1338.0,0.0,0.0,3106.096,0.0,0.0,50.403,0.0,0.0,0.28,,,,,,,,,,,,,,,,,,395212.0,327127.0,68085.0,,,3847.0,1.49,1.23,0.26,,145.0,30.56,26545864.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,
CAN,North America,Canada,2021-08-19,1470803.0,2969.0,2237.429,26743.0,14.0,13.714,38969.765,78.665,59.282,708.571,0.371,0.363,1.47,288.0,7.631,706.0,18.706,,,,,122418.0,39453066.0,1045.332,3.244,61233.0,1.622,0.032,30.8,tests performed,51936190.0,27495708.0,24440482.0,,125714.0,135340.0,137.61,72.85,64.76,,3586.0,60.65,37742157.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,
CPV,Africa,Cape Verde,2021-08-19,34598.0,69.0,51.857,300.0,0.0,0.286,62227.962,124.103,93.27,539.58,0.0,0.514,1.08,,,,,,,,,1131.0,,,2.034,,,,,tests performed,236976.0,198982.0,37994.0,,,4599.0,42.62,35.79,6.83,,8272.0,,555988.0,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,
CYM,North America,Cayman Islands,2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99635.0,50884.0,48751.0,,129.0,81.0,151.61,77.43,74.18,,1233.0,,65720.0,256.496,,,,49903.029,,,13.22,,,,,83.92,,
CAF,Africa,Central African Republic,2021-08-19,11251.0,0.0,8.0,99.0,0.0,0.143,2329.513,0.0,1.656,20.498,0.0,0.03,0.08,,,,,,,,,,,,,,,,,,95862.0,82083.0,13779.0,,,81.0,1.98,1.7,0.29,,17.0,24.07,4829764.0,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1.0,53.28,0.397,
TCD,Africa,Chad,2021-08-19,4984.0,0.0,0.429,174.0,0.0,0.0,303.424,0.0,0.026,10.593,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,40649.0,29786.0,10863.0,,,639.0,0.25,0.18,0.07,,39.0,25.0,16425859.0,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,
CHL,South America,Chile,2021-08-19,1631689.0,858.0,727.714,36524.0,68.0,40.143,85356.307,44.883,38.068,1910.63,3.557,2.1,0.84,,,,,,,,,55843.0,19287869.0,1008.98,2.921,52652.0,2.754,0.015,65.6,tests performed,26785123.0,14246757.0,13048158.0,,56600.0,56983.0,140.12,74.53,68.26,,2981.0,74.07,19116209.0,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,
CHN,Asia,China,2021-08-19,94642.0,33.0,45.571,4636.0,0.0,0.0,65.754,0.023,0.032,3.221,0.0,0.0,0.69,,,,,,,,,,,,,,,,,,1900127000.0,,777046000.0,,12854000.0,11412714.0,132.02,,53.99,,7929.0,,1439323774.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,
COL,South America,Colombia,2021-08-19,4880516.0,3193.0,3417.286,123901.0,120.0,114.857,95916.654,62.752,67.16,2435.023,2.358,2.257,0.64,,,,,,,,,63692.0,23364574.0,459.183,1.252,55957.0,1.1,0.09,11.1,tests performed,32192874.0,20978540.0,13880688.0,,95948.0,187019.0,63.27,41.23,27.28,,3675.0,41.67,50882884.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,
COM,Africa,Comoros,2021-08-19,4044.0,5.0,1.286,147.0,0.0,0.0,4650.441,5.75,1.479,169.044,0.0,0.0,0.74,,,,,,,,,,,,,,,,,,216123.0,174765.0,41358.0,,,3893.0,24.85,20.1,4.76,,4477.0,,869595.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,
COG,Africa,Congo,2021-08-19,13398.0,0.0,6.0,179.0,0.0,0.0,2428.013,0.0,1.087,32.439,0.0,0.0,0.69,,,,,,,,,,,,,,,,,,255988.0,160945.0,95043.0,,,4092.0,4.64,2.92,1.72,,742.0,51.85,5518092.0,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,,64.57,0.574,
CRI,North America,Costa Rica,2021-08-19,438587.0,2311.0,1730.429,5296.0,12.0,13.857,86096.817,453.661,339.692,1039.631,2.356,2.72,1.17,,,,,,,,,8576.0,1550945.0,304.458,1.684,7064.0,1.387,0.19,5.3,people tested,3848155.0,2948584.0,899571.0,,,29235.0,75.54,57.88,17.66,,5739.0,54.63,5094114.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,
CIV,Africa,Cote d'Ivoire,2021-08-19,53089.0,0.0,166.143,373.0,0.0,2.714,2012.603,0.0,6.298,14.14,0.0,0.103,1.22,,,,,,,,,4379.0,826678.0,31.339,0.166,3523.0,0.134,0.042,23.9,samples tested,1246309.0,1246309.0,,,18793.0,11560.0,4.72,4.72,,,438.0,20.37,26378275.0,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,,,19.351,,57.78,0.538,
HRV,Europe,Croatia,2021-08-19,368419.0,486.0,338.571,8294.0,3.0,2.286,89742.984,118.384,82.472,2020.331,0.731,0.557,1.32,,,192.0,46.769,,,177.031,43.123,8073.0,2417389.0,588.85,1.966,7604.0,1.852,0.037,27.2,people tested,3182592.0,1684554.0,1558636.0,,6054.0,5960.0,77.52,41.03,37.97,,1452.0,33.8,4105268.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,
CUB,North America,Cuba,2021-08-19,554247.0,8972.0,8906.143,4319.0,79.0,80.286,48933.15,792.117,786.302,381.314,6.975,7.088,1.04,,,,,,,,,,,,,,,,,,12225378.0,4854330.0,3047933.0,,154757.0,186518.0,107.93,42.86,26.91,,16467.0,65.28,11326616.0,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,
CUW,North America,Curacao,2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179876.0,94829.0,85047.0,,599.0,252.0,109.61,57.79,51.83,,1536.0,,164100.0,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,
CYP,Europe,Cyprus,2021-08-19,110518.0,420.0,375.857,470.0,3.0,2.286,124456.506,472.97,423.26,529.276,3.378,2.574,0.77,49.0,55.18,240.0,270.269,27.0,30.405,88.0,99.099,44374.0,10959437.0,12341.639,49.97,48191.0,54.269,0.008,119.4,tests performed,1056083.0,558543.0,497540.0,,4613.0,3409.0,118.93,62.9,56.03,,3839.0,40.74,888005.0,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,
CZE,Europe,Czechia,2021-08-19,1677029.0,212.0,193.429,30382.0,4.0,1.429,156600.226,19.796,18.062,2837.058,0.374,0.133,1.06,15.0,1.401,47.0,4.389,27.038,2.525,102.143,9.538,94598.0,,,8.834,100317.0,9.368,0.002,500.0,tests performed,11090060.0,5849107.0,5419022.0,,43787.0,34100.0,103.56,54.62,50.6,,3184.0,37.04,10708982.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,
COD,Africa,Democratic Republic of Congo,2021-08-19,53757.0,137.0,189.286,1053.0,3.0,0.429,600.225,1.53,2.113,11.757,0.033,0.005,0.98,,,,,,,,,2528.0,,,0.028,2301.0,0.026,0.102,9.8,samples tested,86244.0,81984.0,4260.0,,,79.0,0.1,0.09,0.0,,1.0,37.96,89561404.0,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48,
DNK,Europe,Denmark,2021-08-19,336079.0,998.0,985.571,2564.0,0.0,1.0,58022.656,172.301,170.155,442.664,0.0,0.173,1.05,15.0,2.59,107.0,18.473,,,137.276,23.7,39326.0,38769412.0,6693.379,6.789,55498.0,9.582,0.018,55.0,tests performed,8206273.0,4348348.0,3904382.0,,44765.0,59434.0,141.68,75.07,67.41,,10261.0,38.89,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,
DJI,Africa,Djibouti,2021-08-19,11689.0,0.0,2.429,156.0,0.0,0.0,11830.948,0.0,2.458,157.894,0.0,0.0,1.45,,,,,,,,,,,,,,,,,,53064.0,32548.0,20516.0,,,365.0,5.37,3.29,2.08,,369.0,,988002.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,
DMA,North America,Dominica,2021-08-19,953.0,0.0,77.286,,,0.0,13237.766,0.0,1073.547,,,0.0,0.16,,,,,,,,,,,,,,,,,,41435.0,21548.0,19887.0,,,101.0,57.56,29.93,27.62,,1403.0,62.96,71991.0,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75.0,0.742,
DOM,North America,Dominican Republic,2021-08-19,346997.0,304.0,238.857,3989.0,0.0,2.0,31987.47,28.024,22.019,367.721,0.0,0.184,0.83,,,,,,,,,,1875579.0,172.898,,4177.0,0.385,0.067,14.9,samples tested,10697563.0,5683833.0,4480873.0,,39245.0,20506.0,98.61,52.4,41.31,,1890.0,60.19,10847904.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,
ECU,South America,Ecuador,2021-08-19,495115.0,1348.0,192.571,31985.0,115.0,16.429,28062.876,76.404,10.915,1812.894,6.518,0.931,0.61,,,,,,,,,3980.0,1624890.0,92.098,0.226,2628.0,0.149,0.149,6.7,people tested,15516237.0,9958643.0,5557594.0,,58104.0,238237.0,87.95,56.45,31.5,,13503.0,60.19,17643060.0,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,
EGY,Africa,Egypt,2021-08-19,285831.0,131.0,110.0,16647.0,9.0,6.143,2793.108,1.28,1.075,162.673,0.088,0.06,1.31,,,,,,,,,,,,,,,,,,6477535.0,4319631.0,2157904.0,,,106747.0,6.33,4.22,2.11,,1043.0,,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,
SLV,North America,El Salvador,2021-08-19,92416.0,281.0,326.714,2817.0,5.0,8.286,14248.094,43.323,50.371,434.307,0.771,1.277,0.99,,,,,,,,,,,,,,,,,,5417193.0,3306114.0,2111079.0,,89742.0,66600.0,83.52,50.97,32.55,,10268.0,32.41,6486201.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,
GNQ,Africa,Equatorial Guinea,2021-08-19,9010.0,0.0,8.429,123.0,0.0,0.0,6422.022,0.0,6.008,87.67,0.0,0.0,0.49,,,,,,,,,2355.0,185478.0,132.202,1.679,347.0,0.247,0.009,115.7,tests performed,325449.0,187837.0,137612.0,,,1128.0,23.2,13.39,9.81,,804.0,,1402985.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,
ERI,Africa,Eritrea,2021-08-19,6618.0,7.0,3.0,37.0,0.0,0.143,1866.104,1.974,0.846,10.433,0.0,0.04,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.04,3546427.0,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,
EST,Europe,Estonia,2021-08-19,138157.0,357.0,275.571,1281.0,0.0,0.286,104148.465,269.121,207.737,965.671,0.0,0.215,1.26,10.0,7.538,91.0,68.6,5.989,4.515,72.866,54.93,4982.0,1700677.0,1282.041,3.756,5281.0,3.981,0.052,19.1,tests performed,1224290.0,700717.0,523573.0,,5290.0,4892.0,92.29,52.82,39.47,,3688.0,,1326539.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,
SWZ,Africa,Eswatini,2021-08-19,38739.0,709.0,593.429,973.0,12.0,9.714,33390.969,611.12,511.504,838.675,10.343,8.373,1.05,,,,,,,,,,,,,,,,,,181290.0,96175.0,115927.0,,17170.0,11049.0,15.63,8.29,9.99,,9524.0,62.96,1160164.0,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,
